Program Number,Program Title,Department/Ind. Agency,Sub-Tier,Related Federal Assistance,Last Date Modified,Types of Assistance,Date Published,Funded,POC Information
14.704,Community Challenge Planning Grants and the Department of Transportation's TIGER II Planning Grants,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",Office of Sustainable Housing and Community,"14.703, 14.705","Jul 22, 2014",,,,
57.005,Economic Recovery Payments,RAILROAD RETIREMENT BOARD,,57.001,"Jul 22, 2014",,,,
17.279,Green Jobs Innovation Fund Grants,"LABOR, DEPARTMENT OF",EMPLOYMENT AND TRAINING ADMINISTRATION,,"Aug 5, 2014",,,,
93.607,Affordable Care Act - Preparedness and Emergency Response Research Centers: A Public Health Systems Approach,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",CENTERS FOR DISEASE CONTROL AND PREVENTION,,"Aug 7, 2014",,,,
14.421,Limited English Proficiency Initiative,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",Office of Fair Housing and Equal Opportunity,,"Aug 7, 2014",,,,
14.167,"Mortgage Insurance_Two Year Operating Loss Loans, Section 223(d)","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",Office of Housing-Federal Housing Commissioner,,"Aug 11, 2014",,,,
14.199,Multifamily Property Disposition,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",Office of Housing-Federal Housing Commissioner,14.871,"Aug 11, 2014",,,,
93.212,Chiropractic Demonstration Project Grants,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,,"Aug 11, 2014",,,,
93.402,ARRA - State Loan Repayment Program,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,93.162,"Aug 11, 2014",,,,
93.404,ARRA  Dental Public Health Residency Training Grants,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,93.236,"Aug 11, 2014",,,,
93.420,ARRA - Community Health Applied Research Network,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,,"Aug 11, 2014",,,,
93.415,ARRA - Centers of Excellence,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,93.157,"Aug 11, 2014",,,,
93.414,ARRA - State Primary Care Offices,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,"93.130, 93.288, 93.162","Aug 11, 2014",,,,
84.275,Rehabilitation Training_General Training,"EDUCATION, DEPARTMENT OF",OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES,"84.264, 84.160, 84.129, 84.235, 84.265, 84.246","Aug 14, 2014",,,,
93.731,ARRA - Prevention and Wellness - Leveraging National Organizations,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",IMMED OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES,,"Aug 18, 2014",,,,
15.513,Dutch John Federal Property and Disposition  Assistance Act,"INTERIOR, DEPARTMENT OF THE",BUREAU OF RECLAMATION,,"Aug 23, 2014",,,,
93.058,"Tobacco Regulation Awareness, Communication, and Education Program","HEALTH AND HUMAN SERVICES, DEPARTMENT OF",FOOD AND DRUG ADMINISTRATION,,"Aug 25, 2014",,,,
97.016,Reimbursement for Firefighting on Federal Property,"HOMELAND SECURITY, DEPARTMENT OF",,,"Aug 27, 2014",,,,
66.471,State Grants to Reimburse Operators of Small Water Systems for Training and Certification Costs,ENVIRONMENTAL PROTECTION AGENCY,,66.468,"Sep 3, 2014",,,,
66.478,Water Security Training and Technical Assistance and Water Security Initiative Contamination Warning System Pilots,ENVIRONMENTAL PROTECTION AGENCY,,66.474,"Sep 3, 2014",,,,
16.111,Joint Law Enforcement Operations (JLEO),"JUSTICE, DEPARTMENT OF","OFFICES, BOARDS AND DIVISIONS",,"Sep 9, 2014",,,,
66.035,Community Action for a Renewed Environment (CARE) Program,ENVIRONMENTAL PROTECTION AGENCY,,,"Sep 9, 2014",,,,
66.810,Chemical Emergency Preparedness and Prevention (CEPP) Technical Assistance Grants Program,ENVIRONMENTAL PROTECTION AGENCY,,,"Sep 9, 2014",,,,
10.254,Program of Research on the Economic of Invasive Species Management (PREISM),"AGRICULTURE, DEPARTMENT OF",ECONOMIC RESEARCH SERVICE,"10.500, 10.200, 10.202, 10.700, 10.001, 10.203, 10.153","Sep 12, 2014",,,,
10.778,Research on the Economic Impact of Cooperatives,"AGRICULTURE, DEPARTMENT OF",RURAL BUSINESS COOPERATIVE SERVICE,,"Sep 12, 2014",,,,
10.856,1890 Land Grant Institutions Rural Entrepreneurial Outreach Program,"AGRICULTURE, DEPARTMENT OF",RURAL BUSINESS COOPERATIVE SERVICE,,"Sep 12, 2014",,,,
10.901,Resource Conservation and Development,"AGRICULTURE, DEPARTMENT OF",NATURAL RESOURCES CONSERVATION SERVICE,10.902,"Sep 16, 2014",,,,
10.141,Dairy Product Price Support Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,10.080,"Sep 19, 2014",,,,
10.095,Durum Wheat Quality Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,,"Sep 19, 2014",,,,
10.101,Hawaii Sugar Disaster Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,,"Sep 19, 2014",,,,
10.437,Interest Assistance Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,"10.407, 10.406","Sep 19, 2014",,,,
15.813,Cooperative Research Units Training Program,"INTERIOR, DEPARTMENT OF THE",U.S. Geological Survey,15.812,"Oct 16, 2014",,,,
10.088,Livestock Indemnity Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,,"Oct 27, 2014",,,,
10.091,"Emergency Assistance for Livestock, Honeybees, and Farm-Raised Fish Program","AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,"10.089, 10.090, 10.088","Oct 27, 2014",,,,
10.092,Tree Assistance Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,10.082,"Oct 27, 2014",,,,
10.256,Consumer Data and Information Program,"AGRICULTURE, DEPARTMENT OF",ECONOMIC RESEARCH SERVICE,"10.500, 10.200, 10.202, 10.700, 10.001, 10.203, 10.153","Oct 27, 2014",,,,
93.726,ARRA Accelerating Adoption of Comparative Effectiveness Research (CER),"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",IMMED OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES,,"Apr 20, 2015",,,,
14.705,Capacity Building for Sustainable Communities,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",Office of Community Planning and Development,"14.703, 14.704","May 27, 2015",,,,
59.009,Procurement Assistance to Small Businesses,SMALL BUSINESS ADMINISTRATION,,"17.301, 59.006, 43.002, 36.001, 17.303, 59.006","May 27, 2015",,,,
93.720,ARRA - Survey and Certification Ambulatory Surgical Center Healthcare-Associated Infection (ASC-HAI) Prevention Initiative,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",CENTERS FOR MEDICARE AND MEDICAID SERVICES,,"May 27, 2015",,,,
59.049,Small Disadvantaged Businesses,SMALL BUSINESS ADMINISTRATION,,,"May 28, 2015",,,,
59.051,New Markets Venture Capital Program,SMALL BUSINESS ADMINISTRATION,,,"May 28, 2015",,,,
59.070,Drug-Free Workplace Program,SMALL BUSINESS ADMINISTRATION,,,"Jun 3, 2015",,,,
59.056,Secondary Market Lending Authority,SMALL BUSINESS ADMINISTRATION,,,"Jun 3, 2015",,,,
59.057,America's Recovery Capital Loans,SMALL BUSINESS ADMINISTRATION,,,"Jun 3, 2015",,,,
20.764,Hydrogen Storage Research and Development,"TRANSPORTATION, DEPARTMENT OF",OFFICE OF THE SECRETARY,,"Jun 15, 2015",,,,
97.065,Homeland Security Advanced Research Projects Agency,"HOMELAND SECURITY, DEPARTMENT OF",,,"Jun 18, 2015",,,,
14.260,Veterans Homelessness Prevention Demonstration Program,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",Office of Community Planning and Development,"14.238, 14.235, 14.241, 14.249, 14.231, 14.231","Jun 26, 2015",,,,
93.715,Recovery Act  Comparative Effectiveness Research - AHRQ,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,"93.225, 93.226","Jul 13, 2015",,,,
10.583,Hunger Free Communities,"AGRICULTURE, DEPARTMENT OF",FOOD AND NUTRITION SERVICE,,"Jul 30, 2015",,,,
10.588,Assessment of Alternatives to Face-to-Face Interviews in SNAP,"AGRICULTURE, DEPARTMENT OF",FOOD AND NUTRITION SERVICE,"10.551, 10.580","Jul 30, 2015",,,,
19.014,One-Time International Exchange Grant Program,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",,"Aug 6, 2015",,,,
10.590,Disaster Relief Appropriations Act - Emergency Food Assistance Program (Administrative Costs),"AGRICULTURE, DEPARTMENT OF",FOOD AND NUTRITION SERVICE,"10.568, 10.551, 10.569","Aug 6, 2015",,,,
10.591,Disaster Relief Appropriations ActEmergency Food Assistance Program (Commodities),"AGRICULTURE, DEPARTMENT OF",FOOD AND NUTRITION SERVICE,"10.568, 10.551, 10.569","Aug 6, 2015",,,,
93.443,Health Promotion/Disease Prevention Program for American Indians and Alaska Natives,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",INDIAN HEALTH SERVICE,,"Aug 11, 2015",,,,
59.060,Small Business Teaming Pilot Program,SMALL BUSINESS ADMINISTRATION,,,"Aug 11, 2015",,,,
10.781,Water and Waste Disposal Systems for Rural Communities - ARRA,"AGRICULTURE, DEPARTMENT OF",RURAL UTILITIES SERVICE,"11.300, 14.218","Aug 13, 2015",,,,
10.316,Healthy Urban Food Enterprise Development Center (HUFED),"AGRICULTURE, DEPARTMENT OF",NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,10.225,"Aug 13, 2015",,,,
10.861,Public Television Station Digital Transition Grant Program,"AGRICULTURE, DEPARTMENT OF",RURAL UTILITIES SERVICE,,"Aug 13, 2015",,,,
84.412,Race to the Top  Early Learning Challenge,"EDUCATION, DEPARTMENT OF",,"93.708, 93.600, 84.173, 84.416, 84.181, 93.709, 93.575","Aug 21, 2015",,,,
11.618,National Institute of Standards and Technology Construction Grant Program,"COMMERCE, DEPARTMENT OF",NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,,"Aug 26, 2015",,,,
15.936,Shenandoah Valley Battlefields National Historic District Battlefield Acquisition and Protection,"INTERIOR, DEPARTMENT OF THE",NATIONAL PARK SERVICE,,"Aug 31, 2015",,,,
15.934,Abandoned Mine Hazard Mitigation,"INTERIOR, DEPARTMENT OF THE",NATIONAL PARK SERVICE,,"Aug 31, 2015",,,,
97.049,Presidential Declared Disaster Assistance - Disaster Housing Operations for Individuals and Households,"HOMELAND SECURITY, DEPARTMENT OF",,"97.048, 97.050","Aug 31, 2015",,,,
93.249,Public Health Training Centers Program,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,93.516,"Sep 4, 2015",,,,
93.515,Affordable Care Act (ACA) Nurse-Managed Health Clinics,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,,"Sep 4, 2015",,,,
93.512,Affordable Care Act (ACA) Personal and Home Care Aide State Training Program (PHCAST),"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,,"Sep 4, 2015",,,,
93.509,Affordable Care Act (ACA) State Health Care Workforce Development Grants,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,,"Sep 4, 2015",,,,
93.503,Affordable Care Act (ACA) Nursing Assistant and Home Health Aide Program,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,,"Sep 4, 2015",,,,
93.440,National Project Management of the Healthcare Communities Knowledge Gateway,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,"93.134, 93.107","Sep 4, 2015",,,,
93.256,State Health Access Program,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,,"Sep 4, 2015",,,,
93.335,Reducing the Effects Attributed to Commercial Tobacco use by Tribes (REACTT),"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",CENTERS FOR DISEASE CONTROL AND PREVENTION,,"Sep 4, 2015",,,,
93.819,National Laboratory Biosafety for Ebola and Other Highly Infectious Diseases,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",CENTERS FOR DISEASE CONTROL AND PREVENTION,,"Sep 4, 2015",,,,
93.010,Community-Based Abstinence Education (CBAE),"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,93.235,"Sep 4, 2015",,,,
93.003,Public Health and Social Services Emergency Fund,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,,"Sep 4, 2015",,,,
97.093,Fire Service Hazardous Materials Preparedness and Response,"HOMELAND SECURITY, DEPARTMENT OF",,,"Sep 4, 2015",,,,
93.740,Prevention Public Health Fund: Viral Hepatitis Education,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",CENTERS FOR DISEASE CONTROL AND PREVENTION,,"Sep 4, 2015",,,,
93.975,National All Schedules Prescription Electronic Reporting Grant,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,,"Sep 4, 2015",,,,
93.204,Surveillance of Hazardous Substance Emergency Events,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",AGENCY FOR TOXIC SUBSTANCES AND DISEASE REGISTRY,,"Sep 18, 2015",,,,
93.730,ARRA Prevention Research Centers Comparative Effectiveness Research Program,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",CENTERS FOR DISEASE CONTROL AND PREVENTION,,"Sep 18, 2015",,,,
93.523,The Affordable Care Act: Human Immunodeficiency Virus (HIV) Prevention and Public Health Fund Activities,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",CENTERS FOR DISEASE CONTROL AND PREVENTION,,"Sep 18, 2015",,,,
97.053,Citizens-Community Resilience Innovation Challenge,"HOMELAND SECURITY, DEPARTMENT OF",,"97.042, 97.008","Sep 18, 2015",,,,
97.109,Disaster Housing Assistance Grant,"HOMELAND SECURITY, DEPARTMENT OF",,,"Sep 18, 2015",,,,
97.097,Training Resource and Data Exchange,"HOMELAND SECURITY, DEPARTMENT OF",,,"Sep 18, 2015",,,,
97.087,Alternative Housing Pilot Program,"HOMELAND SECURITY, DEPARTMENT OF",,"97.048, 97.049","Sep 18, 2015",,,,
97.073,State Homeland Security Program (SHSP),"HOMELAND SECURITY, DEPARTMENT OF",,"97.042, 97.008, 97.053","Sep 18, 2015",,,,
97.068,Competitive Training Grant,"HOMELAND SECURITY, DEPARTMENT OF",,"97.005, 97.007, 97.067, 97.005, 97.007","Sep 18, 2015",,,,
84.128,Rehabilitation Services_Service Projects,"EDUCATION, DEPARTMENT OF",OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES,84.126,"Sep 18, 2015",,,,
84.132,Centers for Independent Living,"EDUCATION, DEPARTMENT OF",OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES,"84.169, 84.177","Sep 18, 2015",,,,
84.416,Race to the Top - District Grants,"EDUCATION, DEPARTMENT OF","EDUCATION, DEPARTMENT OF",84.413,"Sep 18, 2015",,,,
84.133,National Institute on Disability and Rehabilitation Research,"EDUCATION, DEPARTMENT OF",OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES,"84.224, 84.129, 64.007","Sep 18, 2015",,,,
84.169,Independent Living_State Grants,"EDUCATION, DEPARTMENT OF",OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES,"84.132, 84.177","Sep 18, 2015",,,,
84.224,Assistive Technology,"EDUCATION, DEPARTMENT OF",OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES,84.126,"Sep 18, 2015",,,,
84.343,Assistive Technology_State Grants for Protection and Advocacy,"EDUCATION, DEPARTMENT OF",OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES,84.240,"Sep 18, 2015",,,,
84.265,Rehabilitation Training_State Vocational Rehabilitation Unit In-Service Training,"EDUCATION, DEPARTMENT OF",OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES,"84.264, 84.160, 84.129, 84.275, 84.235, 84.126, 84.246","Sep 18, 2015",,,,
66.463,Water Quality Cooperative Agreements,ENVIRONMENTAL PROTECTION AGENCY,,"66.419, 66.454","Sep 18, 2015",,,,
93.517,Affordable Care Act  Aging and Disability Resource Center,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR COMMUNITY LIVING (ACL),,"Jul 15, 2016",,,,
93.518,Affordable Care Act - Medicare Improvements for Patients and Providers,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR COMMUNITY LIVING (ACL),,"Jul 15, 2016",,,,
93.617,Voting Access for Individuals with Disabilities_Grants to States,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR COMMUNITY LIVING (ACL),93.618,"Jul 15, 2016",,,,
93.725,ARRA - Communities Putting Prevention to Work: Chronic Disease Self-Management Program,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR COMMUNITY LIVING (ACL),"93.048, 93.724","Jul 15, 2016",,,,
20.110,Space Transportation Infrastructure Matching Grants,"TRANSPORTATION, DEPARTMENT OF",,,"Jul 15, 2016",,,,
66.043,"Regional Healthy Indoor Air Projects for Community Outreach and Education, Surveys, Studies, Research, Investigations, Demonstrations, and Special Purpose Activities Relating to the Clean Air Act",ENVIRONMENTAL PROTECTION AGENCY,,66.034,"Jul 15, 2016",,,,
66.952,National Network for Environmental Management Studies Fellowship Program,ENVIRONMENTAL PROTECTION AGENCY,,66.509,"Jul 15, 2016",,,,
14.159,Section 245 Graduated Payment Mortgage Program,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",Office of Housing-Federal Housing Commissioner,"14.117, 14.122, 14.172","Jul 26, 2016",,,,
14.163,Mortgage Insurance_Single Family Cooperative Housing,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",Office of Housing-Federal Housing Commissioner,14.117,"Jul 26, 2016",,,,
14.172,Mortgage Insurance_Growing Equity Mortgages,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",Office of Housing-Federal Housing Commissioner,"14.133, 14.163, 14.108, 14.159","Jul 26, 2016",,,,
14.321,FHA Technical Assistance Training  Transformation Initiative,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",Office of Housing-Federal Housing Commissioner,,"Jul 26, 2016",,,,
14.324,FHA Power Saver Home Energy Improvement Pilot Program,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",Office of Housing-Federal Housing Commissioner,,"Jul 26, 2016",,,,
93.055,PPHF - Applied Leadership for Community Health Improvement,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",CENTERS FOR DISEASE CONTROL AND PREVENTION,,"Jul 26, 2016",,,,
93.056,Initiative to Educate State and Territorial Officials about Maintaining and Strengthening Public Health in a Changing Environment,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",CENTERS FOR DISEASE CONTROL AND PREVENTION,,"Jul 26, 2016",,,,
93.736,Prevention Public Health Fund: Viral Hepatitis Prevention,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",CENTERS FOR DISEASE CONTROL AND PREVENTION,,"Jul 26, 2016",,,,
17.802,Veterans' Employment Program,"LABOR, DEPARTMENT OF",Veteran's Employment and Training Service,17.207,"Aug 4, 2016",,,,
10.685,Community Wood Energy Program,"AGRICULTURE, DEPARTMENT OF",FOREST SERVICE,,"Aug 4, 2016",,,,
10.325,Peoples Garden Grant Program,"AGRICULTURE, DEPARTMENT OF",NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,,"Aug 4, 2016",,,,
10.324,Afghanistan Agricultural Extension Project (AAEP),"AGRICULTURE, DEPARTMENT OF",NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,,"Aug 4, 2016",,,,
10.317,Food Aid Nutrition Enhancement Program,"AGRICULTURE, DEPARTMENT OF",NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,,"Aug 4, 2016",,,,
10.315,Trade Adjustment Assistance for Farmers Training Coordination Program (TAAF),"AGRICULTURE, DEPARTMENT OF",NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,10.500,"Aug 12, 2016",,,,
14.127,Mortgage Insurance_Manufactured Home Parks,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",Office of Housing-Federal Housing Commissioner,"64.119, 14.110","Aug 12, 2016",,,,
14.168,Land Sales-Certain Subdivided Land (Interstate Land Sales Registration) and Real Estate Settlement Procedures Act,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",Office of Housing-Federal Housing Commissioner,,"Aug 12, 2016",,,,
14.317,Section 8 Housing Assistance Payments Program Special Allocations (Recovery Act Funded),"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",Office of Housing-Federal Housing Commissioner,"14.139, 14.134, 14.157, 14.181, 14.135, 14.126, 14.138, 14.155, 14.157","Aug 12, 2016",,,,
14.318,Assisted Housing Stability and Energy and Green Retrofit Investments Program (Recovery Act Funded),"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",Office of Housing-Federal Housing Commissioner,,"Aug 12, 2016",,,,
15.632,Conservation Grants Private Stewardship for Imperiled Species,"INTERIOR, DEPARTMENT OF THE",U.S. FISH AND WILDLIFE SERVICE,"15.615, 15.633, 15.611, 15.605","Aug 12, 2016",,,,
15.816,Minerals Resources External Research,"INTERIOR, DEPARTMENT OF THE",U.S. Geological Survey,,"Aug 12, 2016",,,,
17.260,WIA Dislocated  Workers,"LABOR, DEPARTMENT OF",EMPLOYMENT AND TRAINING ADMINISTRATION,"17.277, 17.258, 17.245, 17.278, 17.259, 17.207","Aug 12, 2016",,,,
17.275,Program of Competitive Grants for Worker Training and Placement in High Growth and Emerging Industry Sectors,"LABOR, DEPARTMENT OF",EMPLOYMENT AND TRAINING ADMINISTRATION,,"Aug 12, 2016",,,,
93.006,State and Territorial and Technical Assistance Capacity Development Minority HIV/AIDS Demonstration Program,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",OFFICE OF ASSISTANT SECRETARY FOR HEALTH,,"Aug 12, 2016",,,,
93.009,Compassion Capital Fund,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,93.711,"Aug 12, 2016",,,,
93.075,Systems Interoperability_Health and Human Services,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,,"Aug 12, 2016",,,,
93.076,TANF Program Integrity Innovation Grants,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,,"Aug 12, 2016",,,,
93.091,Social Services and Income Maintenance Benefits Enrollment Coordination Grants,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,,"Aug 12, 2016",,,,
